AIN,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,STATUS,INCOME_AMT,SPECIAL_CONSIDERATIONS,ASK_AMT,IS_SUCCESSFUL
472433753,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472433793,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472433970,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472434621,T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
472436455,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472437465,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472438277,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472442094,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
472442601,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
472444302,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
472444599,T3,Independent,C1280,Preservation,Association,1,0,N,5000,1
472445139,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
472446722,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
472448860,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472449336,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472450172,T6,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
472451788,T3,CompanySponsored,C1200,CommunityServ,Association,1,0,N,5000,0
472455551,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
472457211,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,1
472458661,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472461005,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
472462096,T3,CompanySponsored,C1200,CommunityServ,Association,1,0,N,5000,0
472467018,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472469909,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
472471327,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472471433,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472473205,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472474329,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472474349,T3,Independent,C1230,Preservation,Trust,1,0,N,5000,1
472480088,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472480771,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
472481503,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
472481881,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
472483635,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472483964,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,19450,0
472485355,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472487701,T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,8452,1
472488751,T8,Independent,C1000,Preservation,Trust,1,100000-499999,N,272493,0
472490018,T3,Independent,C1700,Preservation,Trust,1,0,N,5000,1
472492616,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472493135,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472498431,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
472498559,T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
472498707,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
472498880,T3,Independent,C3700,Preservation,Trust,1,0,N,5000,1
472502799,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472505795,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472505976,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
472506713,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472507421,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472509412,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
472510281,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472511867,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
472515291,T3,CompanySponsored,C7100,Preservation,Trust,1,0,N,5000,1
472516720,T3,CompanySponsored,C1000,CommunityServ,Trust,1,0,N,5000,0
472518917,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472520052,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
472523243,T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,5000,0
472524273,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472526015,T3,Independent,C1270,Preservation,Trust,1,0,N,5000,1
472526397,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472528941,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,5000,1
472530376,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
472530798,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
472530900,T3,Independent,C1230,Preservation,Trust,1,0,N,5000,1
472531172,T3,CompanySponsored,C1700,Preservation,Association,1,0,N,5000,0
472531322,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
472533560,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
472535451,T4,Independent,C3000,ProductDev,Trust,1,0,N,5000,1
472535626,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472535764,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472536524,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472536962,T3,CompanySponsored,C2700,Preservation,Trust,1,0,N,5000,1
472540179,T3,Independent,C1000,Heathcare,Trust,1,10M-50M,N,4874119,0
472544308,T3,CompanySponsored,C1700,Preservation,Association,1,0,N,5000,0
472553634,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,1
472553938,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472560581,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
472562605,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
472562839,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
472565453,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
472568135,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472568836,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472573887,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,5000,1
472574054,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
472579437,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
472580089,T3,Independent,C1000,Preservation,Trust,1,0,N,133846,1
472581849,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
472587463,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472587574,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472588367,T3,CompanySponsored,C1200,Preservation,Trust,1,100000-499999,N,5000,0
472589280,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
472593097,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
472593452,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,12184,1
472593654,T3,CompanySponsored,C1700,Preservation,Trust,1,25000-99999,N,65588,1
472604917,T3,Independent,C1400,Preservation,Trust,1,25000-99999,N,46885,1
472605115,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472606194,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
472608592,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
472613369,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
472613587,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472614046,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
472618189,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472618383,T3,Independent,C1278,Preservation,Trust,1,0,N,5000,1
472624962,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,73958,1
472626296,T3,Independent,C2000,Preservation,Trust,1,1-9999,N,5000,1
472631594,T3,Independent,C1700,Preservation,Trust,1,100000-499999,N,16357,1
472640601,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,56866,1
472642574,T3,Independent,C7000,Preservation,Trust,1,100000-499999,N,1005114,0
472642808,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,33997,1
472648628,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,92802,1
472651754,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
472652542,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472653289,T3,Independent,C1238,Preservation,Trust,1,0,N,5000,1
472659661,T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,23890,1
472663509,T3,CompanySponsored,C2700,CommunityServ,Trust,1,0,N,5000,1
472664276,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472664570,T3,CompanySponsored,C2100,Preservation,Trust,1,25000-99999,N,10813,0
472664963,T3,Independent,C1280,Preservation,Association,1,0,N,5000,1
472665583,T3,Independent,C2300,Preservation,Trust,1,0,N,5000,1
472669575,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
472670382,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
472671450,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,47690,1
472675456,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472675787,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
472676243,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472678270,T3,Independent,C1700,Preservation,Trust,1,0,N,5000,1
472679005,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,194154,1
472684206,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
472690445,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472690609,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
472692963,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
472693804,T3,Independent,C1400,Preservation,Association,1,0,N,5000,1
472697179,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472702345,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
472707480,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
472712107,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
472716531,T3,Independent,C1278,Preservation,Trust,1,0,N,5000,1
472718604,T3,Independent,C2000,Preservation,Trust,1,1-9999,N,5000,0
472723561,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472724290,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
472730066,T3,Independent,C1200,Preservation,Association,1,100000-499999,N,14689,1
472730131,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
472732009,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472733697,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472738304,T3,Independent,C1280,Preservation,Trust,1,100000-499999,N,42962,0
472739551,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472739830,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472740992,T3,Independent,C2000,Preservation,Trust,1,10000-24999,N,5000,1
472741116,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472743759,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472745068,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
472745696,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
472745939,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472748048,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
472748608,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
472748940,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,113728,1
472759663,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472763188,T3,CompanySponsored,C7100,Preservation,Trust,1,0,N,5000,1
472764062,T3,Independent,C1000,Preservation,Trust,1,1-9999,Y,6618,1
472764678,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472765120,T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
472766276,T3,Independent,C1270,Preservation,Trust,1,0,N,5000,1
472770483,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
472774279,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
472775324,T3,Independent,C1230,Preservation,Trust,1,0,N,5000,0
472776139,T3,CompanySponsored,C7000,Preservation,Association,1,0,N,5000,0
472776186,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
472777801,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472780047,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
472780676,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
472781823,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,5000,1
472782198,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472783462,T3,Independent,C2300,Preservation,Trust,1,0,N,5000,1
472786795,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
472787243,T3,CompanySponsored,C1200,Preservation,Trust,1,25000-99999,N,5000,0
472787686,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472787716,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472787820,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
472788928,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472789349,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472795045,T3,Independent,C7000,Preservation,Trust,1,100000-499999,N,31242,1
472798136,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
472799760,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1256311,1
472800072,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472800611,T3,Independent,C1257,Preservation,Trust,1,0,N,5000,1
472800833,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
472807488,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,1
472807831,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
472810077,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
472811363,T3,Independent,C4000,Preservation,Trust,1,0,N,5000,1
472812660,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
472815010,T3,Independent,C1280,Preservation,Trust,1,0,N,5000,0
472817337,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
472821314,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472821697,T3,Independent,C1700,Preservation,Trust,1,100000-499999,N,133947,0
472823426,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472826826,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472828958,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,0
472829020,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
472829191,T3,Independent,C2000,Preservation,Association,1,0,N,5000,1
472829708,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472831509,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472831731,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472835117,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
472835125,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472835161,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,52230,1
472836843,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472838951,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
472840165,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472843112,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
472844810,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
472845734,T3,Independent,C2000,Preservation,Trust,1,1-9999,N,5000,1
472846127,T4,Independent,C3000,ProductDev,Association,1,0,N,5000,1
472847393,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
472849543,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
472851710,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472852018,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472854168,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472854785,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472855663,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
472859027,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472859278,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
472859503,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472861367,T3,Independent,C1300,Preservation,Trust,1,0,N,5000,1
472862707,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
472862994,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472863086,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472868196,T4,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
472868336,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472869307,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472873660,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
472873982,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
472874058,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
472877104,T3,Independent,C1280,Preservation,Trust,1,100000-499999,N,47776,0
472877830,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,27600,1
472881874,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,1
472884025,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
472884637,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
472887593,T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
472891536,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472892747,T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,6661,1
472897441,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
472898906,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472899537,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
472899755,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472901185,T3,CompanySponsored,C1000,Preservation,Trust,1,1-9999,N,5000,1
472901984,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472902647,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
472904880,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
472905852,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472906133,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472906818,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472909897,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472913637,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472913736,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
472918155,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,39132,1
472918898,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
472919281,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,13898,1
472920323,T3,Independent,C1200,Preservation,Trust,1,10000-24999,N,5000,1
472920389,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
472922394,T6,Independent,C2000,ProductDev,Trust,1,0,N,5000,0
472933475,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472934606,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472937735,T3,Independent,C1270,Preservation,Trust,1,0,N,5000,1
472940318,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472941096,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472942118,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,5000,1
472946863,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472957401,T3,Independent,C1200,Preservation,Association,1,0,N,5000,0
472958496,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472959120,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472960048,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
472961464,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
472964444,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472964895,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472967617,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
472974380,T3,Independent,C1720,Preservation,Trust,1,0,N,5000,1
472980829,T3,Independent,C2300,Preservation,Trust,1,0,N,5000,1
472981626,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472981932,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
472984395,T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
472984692,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
472987702,T3,Independent,C1200,Preservation,Trust,1,1-9999,N,5000,1
472990247,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
472996610,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
472997123,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
472997677,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
472998695,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
473002387,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
